scenario,lambda,mu_nurse,mu_doctor,s_nurse_max,s_doctor_max,Tmax,nurse_price,doctor_price,optimal_nurses,optimal_doctors,system_total_time,patient_loss,hospital_overload,arrival_pattern,lambda_variance,uncertainty_penalty
standard,10.170074827209415,5.0476094571406405,3.1087154157985926,10,5,37.060450664795,120.12802284005673,400.2967863872543,3,4,1.8413480329264562,0.0,0.0,poisson,,
standard,6.442080925784968,5.471419216230707,3.9566096167804576,17,10,56.269693478037624,133.54009697215082,400.37072015830216,2,2,2.9310066873046767,0.0,0.0,poisson,,
standard,9.592994378851092,7.915435277695172,1.4476457277439203,20,10,14.742322082784744,113.47820954586803,352.8397108536102,2,7,3.6607895727977797,0.0,0.0,poisson,,
standard,17.998940104777034,4.336788808001166,2.181036933542316,16,10,45.643387023241715,59.87907169651753,385.5817073625593,5,9,2.3924943884371794,0.0,0.0,poisson,,
standard,10.133482837465609,4.640483180203954,2.944877714524996,4,12,50.215151613243485,98.12872665421577,483.0170224386925,3,4,2.4777512894426788,0.0,0.0,poisson,,
standard,33.82870310834059,7.987794846757156,2.906268551103166,19,15,16.82963250414732,113.11163726705837,225.80972598773477,5,12,3.768246217540127,0.0,0.0,poisson,,
standard,19.866185266711014,7.3119088548158295,3.256178473847969,17,7,26.09798224885697,137.2334980957582,490.71670913694646,3,7,4.087563079272206,0.0,0.0,poisson,,
standard,16.4472188693191,2.5780277435094874,1.1385337148694545,13,15,53.235265991671746,69.94807672356299,391.47360074530724,7,15,3.990719888829986,0.0,0.0,poisson,,
standard,7.332654613032915,3.0761352023383806,1.6322750463534292,13,7,38.954897711370954,136.06057217976405,486.8146097213158,3,5,3.4686516113725063,0.0,0.0,poisson,,
standard,24.918407895604755,4.4551664844909435,3.537151984302334,7,9,45.583425855859396,147.2555091208797,388.1111815379147,6,8,3.2025801680605746,0.0,0.0,poisson,,
standard,28.64474349844139,6.084863165707263,3.6401342715104685,17,8,28.51653902869489,86.31134796591184,337.3946035285324,5,8,10.613446690944366,0.0,0.0,poisson,,
standard,5.121578305766373,4.781708289264286,2.94920822257367,14,6,23.266636262214487,96.76448642168961,450.9827364079442,2,2,4.014387624433322,0.0,0.0,poisson,,
standard,9.371207648867474,3.6855280443408054,3.9212866388241094,16,5,13.774245560074846,78.25070670983118,435.74374549878485,3,3,3.1661324726669404,0.0,0.0,poisson,,
standard,17.1284181417751,4.543269491640075,2.734486823828107,9,13,22.395350147381656,100.43527399306367,416.85822535538864,4,7,5.353765443775561,0.0,0.0,poisson,,
standard,11.225537749981367,5.634132528082314,3.695219738105684,18,8,21.925581121000732,98.93269516582632,328.02234740531844,3,4,1.4317888936585699,0.0,0.0,poisson,,
standard,18.932559737971545,6.964286315980187,3.8590241229951947,5,8,45.54836159563567,109.05916628588773,283.885220410844,3,5,13.490957923956522,0.0,0.0,poisson,,
standard,23.68868161429312,6.536664861755406,2.1133941506820717,20,15,30.284051515625872,101.68383203886017,481.0337461597853,4,12,3.7048835978562558,0.0,0.0,poisson,,
standard,16.45706280351903,2.4107570451730815,2.8313124573983877,11,8,16.693608506175114,75.32182978976387,483.1976734549503,7,6,10.988892027576657,0.0,0.0,poisson,,
standard,43.85300125785501,7.909357191073715,3.9702508915878276,20,12,36.26451075454081,68.51585164060111,367.5546403831016,6,12,2.873137391982671,0.0,0.0,poisson,,
standard,13.880913743201244,4.36136258832596,2.3474516504541163,9,8,11.86088373638143,145.60358144926894,200.00204158566189,4,7,1.9135697759748371,0.0,0.0,poisson,,
standard,11.492443686653935,5.708958881442721,3.1800289223150964,12,14,18.852206238806342,99.37282135683886,471.2110801937522,3,4,3.0049730317886514,0.0,0.0,poisson,,
standard,19.11094044825641,7.537113611226608,3.432565599156389,10,11,20.800044862070145,75.72430793805472,413.6393945233209,3,6,3.849934477518764,0.0,0.0,poisson,,
standard,36.33910283704758,6.422909316239238,3.629606706607298,16,12,51.455406231514104,110.10045457959404,367.46724817984267,6,11,3.6006577984265586,0.0,0.0,poisson,,
standard,12.9634095769927,7.294931987957586,1.8957748507336352,19,9,30.33926227385206,108.47776250380971,360.13838380180846,2,7,10.165236706633781,0.0,0.0,poisson,,
standard,17.560811419938084,5.995613838446798,1.9041648881708264,15,11,34.75900969412778,97.04909615880128,479.49759524622937,3,10,15.08682655709559,0.0,0.0,poisson,,
standard,18.854367710756804,7.271072887474023,3.961096813427038,17,5,19.594416814104022,97.58492679580013,454.10178276802003,3,5,5.920459693047702,0.0,0.0,poisson,,
standard,16.440509874556604,7.9259272411150254,2.5821918777537065,19,15,19.720348555441248,121.05041847535459,351.8378024376393,3,7,2.2081347743327786,0.0,0.0,poisson,,
standard,10.311143810469943,5.65310917583507,3.6016306983187167,20,5,20.572493258877337,92.21736970998961,373.2454962085699,2,3,12.070817475344567,0.0,0.0,poisson,,
standard,7.165699151853991,5.215947107774744,1.7005040611768536,16,14,40.86403779083281,140.6654938749511,314.8986806333678,2,5,2.4865851065177824,0.0,0.0,poisson,,
standard,29.78030105132765,3.3155867601396163,2.494052001704965,16,12,18.732944127793996,88.48517610290429,378.1311783078746,10,12,17.834606272727484,0.0,0.0,poisson,,
standard,17.15111199321182,4.547937817144863,3.212855323305752,18,11,24.848942407239907,97.98522122247053,426.08182378118664,4,6,5.4415063694872385,0.0,0.0,poisson,,
standard,10.102459992633069,3.910717296138871,3.6290803507675067,7,12,36.76668164187213,55.9309557777215,303.912407802687,3,3,6.338162529632576,0.0,0.0,poisson,,
standard,28.29742406314406,2.542595879331807,3.14633001387865,18,13,21.533832299537472,139.6351205214993,220.74725597279775,12,10,2.2124140557763288,0.0,0.0,poisson,,
standard,18.18960577045801,5.783732550539533,2.2918455503119968,20,10,28.00676002440489,98.65238912227191,443.5161558100699,4,8,16.663514238019154,0.0,0.0,poisson,,
standard,29.56630392650054,5.944931206882831,2.1892958062981602,16,15,33.44891565516704,98.14275649635721,223.8347623607636,6,14,2.9081114065793923,0.0,0.0,poisson,,
standard,20.396373937775635,4.689439431046883,2.2156283481726797,19,11,29.762597542339797,99.08185381100418,242.40199817428095,5,10,2.655644866389773,0.0,0.0,poisson,,
standard,18.83831027449691,3.7167489670369673,3.7036747056380035,9,7,15.761244195265764,126.23069455243612,471.198951303367,6,6,1.874044372442473,0.0,0.0,poisson,,
standard,7.860239104507325,2.4670421097231925,3.4785772351663455,15,10,55.99282848547487,96.57269095325833,365.3466190090061,4,3,2.1915112792182336,0.0,0.0,poisson,,
standard,12.417439563415176,4.14144694239344,2.833241605116,18,5,24.525237116895706,88.04499929799229,326.9011426128757,4,5,2.2540690150213165,0.0,0.0,poisson,,
standard,11.073317251597643,5.245632302034978,1.5547061875812882,9,11,42.12527663713195,62.821026410973346,463.98008952220835,3,8,2.163371907052777,0.0,0.0,poisson,,
standard,10.639677652316209,2.003580121800568,2.393387690543363,6,13,37.847018387984676,104.4323513642508,220.42983655773662,6,5,3.2696467296256877,0.0,0.0,poisson,,
standard,24.24502443253536,5.615974017788583,2.5802784054319843,18,12,48.55795258190875,137.42742343760884,401.0362350270738,5,10,2.876666693645806,0.0,0.0,poisson,,
standard,17.951315452430038,6.637337952439675,2.7145444377684265,16,10,16.236556221513425,122.10962232531898,392.7650071192686,3,7,5.4639812547941755,0.0,0.0,poisson,,
standard,13.84791162386696,4.472453521499248,3.6242843602455688,6,6,42.93457017094069,145.58448455351117,476.928151630093,4,4,6.147020627755513,0.0,0.0,poisson,,
standard,29.239908661038335,6.507237662186599,2.4744527822536497,17,14,51.67170272740867,67.79029166327169,274.72531907783247,5,12,7.182461667606676,0.0,0.0,poisson,,
standard,26.898623536262924,6.442578003500661,2.7806310940049452,14,10,39.56520021250117,70.40718556958078,455.2120218358682,5,10,3.979424572009506,0.0,0.0,poisson,,
standard,16.619019377788824,3.3899147139294588,3.619663532974999,10,5,43.50118579382523,126.9917506490135,244.7335272659775,5,5,12.296313576651183,0.0,0.0,poisson,,
standard,7.982007999640511,6.306327090925074,3.541811076108541,19,11,43.39345243468238,87.8400389958988,447.9697057342625,2,3,1.8722331505787335,0.0,0.0,poisson,,
standard,16.73199979320669,6.942366803355085,2.059439354700854,12,9,54.68230212965024,65.07763310389763,392.852694058661,3,9,2.526914549410591,0.0,0.0,poisson,,
standard,16.44592639542455,6.841339177862562,3.372766659324044,8,14,12.59786268847892,54.12518715982587,258.67143982090096,3,5,9.106987801689934,0.0,0.0,poisson,,
standard,10.507840260939055,4.704446013753185,2.68391927337185,9,11,30.164820659252246,135.01596354143805,384.4807349300757,3,4,12.545199801719955,0.0,0.0,poisson,,
standard,10.391179378429296,4.073597349974124,3.2607321818480077,10,11,31.30840602426233,123.93821561036098,302.93531441624276,3,4,2.9055144590474806,0.0,0.0,poisson,,
standard,20.38453209119718,6.292919803319378,2.551169916253985,6,12,34.582369217901174,50.815834677023275,301.0207000848387,4,9,2.002370946936051,0.0,0.0,poisson,,
standard,16.27581997026894,4.798716240258288,2.3735931658602927,12,7,10.65780455493431,146.3700581346157,449.6990367009273,4,7,8.326289279621317,0.0,0.0,poisson,,
standard,6.0281741135392215,4.216468894908771,1.2041336914812768,9,8,43.47156928836128,60.26805537751654,389.54900561584685,2,6,2.7060533675170193,0.0,0.0,poisson,,
standard,5.762925957173118,7.1391040778336485,2.2989790682773146,7,15,20.72392905851019,144.62541893510485,480.712875385873,1,3,6.193976955300134,0.0,0.0,poisson,,
standard,6.476357468817089,3.0310836737734204,2.5086695214432115,12,4,11.272420035887844,68.00882071591852,279.91329686115955,3,3,3.1082552127240186,0.0,0.0,poisson,,
standard,25.6734194740002,6.814967089284995,3.280855050453857,15,13,10.655978810676732,104.82228793927685,379.3523508776817,4,8,9.529221113831403,0.0,0.0,poisson,,
standard,7.370305737139399,5.881186675826354,2.1305600603283237,16,13,11.26655878187069,118.51706769481203,232.61743719849255,2,4,2.6137187227092493,0.0,0.0,poisson,,
standard,10.702884301108554,4.391984125929238,2.302333612060219,12,6,20.91968243388124,82.6240526705004,266.2455569311519,3,5,4.210529687027676,0.0,0.0,poisson,,
standard,38.62416224934781,6.859113417736259,2.986612426531671,20,15,12.358667396043508,88.82805437190527,431.7787374781715,6,14,3.3988557967648583,0.0,0.0,poisson,,
standard,13.95573873173095,2.9841360042071385,3.8199213589870626,11,9,54.227896658466996,145.6976736868181,333.6022283704913,5,4,5.555941232933204,0.0,0.0,poisson,,
standard,14.710885813744689,5.878928081918011,3.9487109743407105,14,8,48.87263182197106,91.44098860346125,374.9891075957966,3,4,4.941419355916868,0.0,0.0,poisson,,
standard,7.047039628132561,7.367185445984321,2.7589440726803214,15,6,18.993287361957044,123.99231256920355,235.03393866039653,2,3,2.438732128972388,0.0,0.0,poisson,,
standard,10.172754638183312,3.320143093242308,1.7014935834466727,20,11,13.951737227734025,79.48979702735019,329.16951170791424,4,7,2.056153343108162,0.0,0.0,poisson,,
standard,17.729156882099403,7.152513378949915,2.249517298899559,7,12,20.68345439600406,52.26299101641205,283.90638492090204,3,8,9.933641744304078,0.0,0.0,poisson,,
standard,5.127190775936696,2.844948019609046,1.3672432087782185,13,6,36.85253198845931,149.51109944323528,264.10073824835655,2,4,8.862198515885407,0.0,0.0,poisson,,
standard,5.34954338474855,2.418552952531934,3.6565517325577956,11,15,58.90303050392972,133.7459194252363,292.44377545719135,3,2,2.5334998546785,0.0,0.0,poisson,,
standard,14.000812209240753,2.750178107105378,2.075610582063658,18,7,34.34077342081291,77.17956868386165,366.0444532906189,6,7,5.035683402351723,0.0,0.0,poisson,,
standard,39.218535671947166,6.444867412518929,3.949251753072091,11,11,57.09888841518082,65.32370790359315,284.50928051332437,7,10,15.162025028977999,0.0,0.0,poisson,,
standard,11.284659259079188,7.205796026293321,1.2286299225440325,14,15,33.12104691062319,133.71952055737304,206.34393019078465,2,10,3.4263667816336114,0.0,0.0,poisson,,
standard,6.631366308608799,5.555585679632344,3.9436452070996344,6,4,57.795623972203416,67.3369442693589,302.14502885216064,2,2,3.3984946547904977,0.0,0.0,poisson,,
standard,7.556232739600075,3.4576793233659515,2.5930856462202803,10,3,28.857071425916082,51.31604734379637,273.7689066283512,3,3,12.334054544622019,0.0,0.0,poisson,,
standard,18.301183893804552,7.21219749862994,3.351369876946693,8,6,15.647049595514758,69.99336605888168,381.0052556158811,3,6,3.419532599015155,0.0,0.0,poisson,,
standard,18.583107652705095,7.316628605889768,3.3683207134340627,17,14,22.350743048963658,51.15937848709502,287.3098511859934,3,6,3.639815600092744,0.0,0.0,poisson,,
standard,35.12204078338925,6.903108197435113,3.601327668103797,15,13,42.049019470550164,97.44155202200302,251.92890960029143,6,10,4.785032334264811,0.0,0.0,poisson,,
standard,17.779378673737263,5.256157017970072,1.6949926861557794,12,12,39.051277645711195,111.54978238237068,471.3261641595203,4,11,3.507670150257936,0.0,0.0,poisson,,
standard,15.614268268488779,2.6251762488592716,1.825400578919639,12,12,41.12114333131029,65.06118187146615,384.06591716692867,6,9,21.534008480342884,0.0,0.0,poisson,,
standard,11.159429988937532,4.34866678678865,3.0565849609104925,17,9,15.050035864475433,54.06491796839899,238.21691090348287,3,4,4.5929481298914965,0.0,0.0,poisson,,
standard,5.2781391618701505,6.629603731242782,3.3354382308143125,15,11,56.61435767647277,73.04998340280207,423.16103417227146,1,2,6.030163852828487,0.0,0.0,poisson,,
standard,6.940149630588005,2.8970715970332863,2.013892300878039,17,5,33.75047950557682,70.50745150913247,253.37993562084114,3,4,3.193204928909527,0.0,0.0,poisson,,
standard,26.588667687711027,6.738170296962072,2.867257813109878,8,11,36.83635554452516,110.88084045030818,343.36286302509023,4,10,19.49138816129557,0.0,0.0,poisson,,
standard,24.922765323501025,7.974960075622042,3.867010026649768,13,8,29.150926643313404,75.84769673533222,470.7683072064756,4,7,2.4227393952298213,0.0,0.0,poisson,,
standard,7.32725677536895,3.7276291813958995,2.0717403751190537,14,6,58.06434064166047,105.7884318699771,303.15182051077846,2,4,30.756962827045758,0.0,0.0,poisson,,
standard,22.06959354316918,7.528109927745816,3.2680101797757946,13,13,32.867541467193064,112.31439253653507,318.9885222227476,3,7,18.070526135793926,0.0,0.0,poisson,,
standard,20.916829667068967,5.171143120181255,2.1396308900574406,19,13,56.23824858853419,110.3076538521102,276.7386951888281,5,10,5.3632300381467495,0.0,0.0,poisson,,
standard,14.330091757235875,3.6252416787196893,2.8357427960411203,5,10,34.73205454251807,112.20363462114369,223.40514694493518,4,6,21.93339334697716,0.0,0.0,poisson,,
standard,10.098557320043689,2.7997216529282696,1.4687731668463087,18,15,48.852315132348885,102.27090115113013,489.54837766154833,4,7,10.658085293420068,0.0,0.0,poisson,,
standard,7.090131280786549,6.5475959332202285,3.044059242105572,12,3,52.005231912973024,77.5655781529878,385.1637925286752,2,3,1.8040836024309677,0.0,0.0,poisson,,
standard,22.24011170845858,3.892434998088345,1.897806003033065,20,14,41.455717158412995,130.93521102321574,411.3306339399718,6,12,7.056620525298855,0.0,0.0,poisson,,
standard,36.08911937354401,6.135465194643093,3.574210968986166,20,15,16.81212232490124,99.22297098357619,232.7147245647448,6,11,9.25062920110539,0.0,0.0,poisson,,
standard,18.28999568679339,5.6790828639041635,1.7056784139379444,5,12,49.3411009563537,121.88130100165795,313.4876160018879,4,11,4.808305688535739,0.0,0.0,poisson,,
standard,12.796409549099632,7.2933448413313355,2.7911790436427557,12,11,42.019652380576645,113.76534369872029,205.54677854598611,2,5,5.763103093449192,0.0,0.0,poisson,,
standard,10.393116119871127,3.291465225914682,2.3566414701487863,10,11,56.97831692604311,108.77855696169053,201.49328964680487,4,5,2.6390512825111623,0.0,0.0,poisson,,
standard,15.837139086308657,6.25957228195144,2.261376339282904,12,9,18.651623754714024,53.09318057410918,250.9071236567613,3,8,2.7707217673950355,0.0,0.0,poisson,,
standard,7.123550247425663,7.771681210308991,1.1700611601909392,11,8,53.882765481103284,74.90029313582659,342.17917227926114,1,7,12.680669638554022,0.0,0.0,poisson,,
standard,6.894554333278328,7.325327306521256,2.4820420664555773,7,12,29.560704803486445,70.89594844251272,369.7312683848353,1,3,20.429309624896185,0.0,0.0,poisson,,
standard,42.57562200766008,3.0577832306042243,3.84913785462361,18,12,49.5413799493165,65.2916817835453,253.35743558047733,14,12,14.137175096533884,0.0,0.0,poisson,,
standard,5.782884343882645,5.338550329121439,2.3825334310505526,15,9,37.0526801873131,56.12670232090381,386.683046414499,2,3,2.177893784250292,0.0,0.0,poisson,,
standard,19.307064270153944,5.37957899112553,1.4164042750765304,9,15,52.268070388394236,104.46709225831626,400.5206000732931,4,14,5.201956205125343,0.0,0.0,poisson,,
standard,25.562274182367325,5.567382938998097,2.2833622713224426,15,14,34.01260187586049,108.61549279295815,334.89655652959516,5,12,3.515241732650525,0.0,0.0,poisson,,
standard,32.813743023940575,6.485805424303491,2.7278202168547656,12,13,10.727979880854823,141.86177791881045,260.92043377037555,6,13,1.9019581497019913,0.0,0.0,poisson,,
standard,13.753562470483528,6.034979050526975,3.1732606451045755,15,10,36.88570129373397,61.17525405201519,357.9753955851519,3,5,2.325502208099055,0.0,0.0,poisson,,
standard,5.004158214845076,4.020054227851576,3.232068150316972,8,12,12.093554702561528,68.87062683143972,381.4929141253916,2,2,2.6860929812069845,0.0,0.0,poisson,,
standard,11.621321954107184,6.545674869594452,3.2468022028535923,16,12,26.689266053910405,112.88316823580794,396.46502382294375,2,4,6.026144056278447,0.0,0.0,poisson,,
standard,34.27923251498767,6.576311492594128,3.1358281572268987,18,12,51.4156649308617,146.82091343745486,495.88387423046385,6,11,15.562837265874004,0.0,0.0,poisson,,
standard,13.6773037463218,6.504620935350949,3.324306038037753,19,15,41.585534289872385,63.125318711148616,384.5967806986795,3,5,1.6810904892358,0.0,0.0,poisson,,
standard,35.544483526434604,6.008309375819005,2.6518351721897413,12,14,49.502020947567345,90.74228626476275,281.98357594192294,6,14,13.353961130563725,0.0,0.0,poisson,,
standard,10.420965284225792,6.026166973142917,1.395668289702201,18,10,35.69397673209823,59.722678551298515,370.8452506433059,2,8,5.335337801288473,0.0,0.0,poisson,,
standard,32.936982266990185,4.186157841181991,2.963946178678133,11,13,31.84739065164128,61.87537165500735,446.97941220677296,8,12,8.572930313007452,0.0,0.0,poisson,,
standard,8.45471529029047,4.059256743746992,1.962289980648725,12,5,35.065191718738376,140.73456713614615,473.5997468072663,3,5,2.265868815756088,0.0,0.0,poisson,,
standard,20.402850516878562,7.179387488544789,3.963361604741474,8,12,31.734053160519956,111.33957019626999,317.2840444712957,3,6,6.8492189627862645,0.0,0.0,poisson,,
standard,13.906869957964783,5.721900600759996,3.8544622871136713,14,5,17.865017082806204,71.98015099451216,393.7000293946646,3,4,3.619550005315354,0.0,0.0,poisson,,
standard,5.962420161298925,4.133691902072503,3.7978827941023203,6,5,25.460945773750762,57.169029549765405,486.82798972278994,2,2,3.194435953991028,0.0,0.0,poisson,,
standard,9.292062943863387,3.421023646347508,2.542439773314992,18,10,54.513179452986016,59.20752558902165,359.5387657310698,3,4,5.960573313973068,0.0,0.0,poisson,,
standard,17.90306057686105,5.0829792546642185,3.4917594675339716,8,11,21.330146064159564,103.20865220898514,303.8542825655768,4,6,2.7768156373342094,0.0,0.0,poisson,,
standard,21.58909262790224,3.4568000759557176,3.2957087298434424,14,9,10.958857420143577,116.73453087081573,220.2829894594656,7,7,3.334462588988213,0.0,0.0,poisson,,
standard,6.886891738222654,5.921430129428381,1.5241728961462249,15,14,50.20359593199141,80.98211023603344,493.0047380173357,2,5,2.936488809726194,0.0,0.0,poisson,,
standard,9.304509711767771,2.034253120750358,3.996886931612212,20,11,45.44272916162205,64.07569465666062,402.86098919231614,5,3,3.5150968014239012,0.0,0.0,poisson,,
standard,22.727432068218878,3.3338161550404264,3.7807434007190746,12,12,30.133806279395326,81.62605380441076,329.0652314691598,7,7,6.237742799293509,0.0,0.0,poisson,,
standard,5.901082820379182,3.164056690008704,3.4346351306706255,7,14,45.89055625281561,118.80008912017918,444.4812399883765,2,2,10.091813660494507,0.0,0.0,poisson,,
standard,10.434563008323805,3.256340004231073,1.852493965018208,10,10,29.443983219219614,73.3763998872633,390.1339573283951,4,6,3.876951141809482,0.0,0.0,poisson,,
standard,22.47186729416225,2.516868332148777,2.9043887395116115,9,8,39.898487046287656,80.01677278347258,402.87781595716245,9,8,17.756845378106135,0.0,0.0,poisson,,
standard,11.951405192342312,7.704090586635694,2.8666211776634234,15,8,16.566928899842296,135.01783773130643,244.7619133064627,2,5,2.7365551321936117,0.0,0.0,poisson,,
standard,14.884345095540118,7.864133901999008,3.6262392470447495,9,9,14.899808226709208,134.6850531694172,311.0209212040148,2,5,9.643064023532121,0.0,0.0,poisson,,
standard,16.65120256070025,2.8406288157702826,3.0110321826972575,17,12,17.938948013563028,133.03386975398462,226.68242180730078,6,6,9.152549790258737,0.0,0.0,poisson,,
standard,27.20488730443168,5.169038530049445,2.622155000052992,20,11,33.36359234801823,70.84601649687897,275.1729721908514,6,11,2.7755047201124157,0.0,0.0,poisson,,
standard,11.080190787433281,4.9444032745051025,3.301004102746069,13,7,25.956731540651624,106.04529652664895,368.0366206532507,3,4,2.2863486137300475,0.0,0.0,poisson,,
standard,5.540975636476988,3.8577953047750917,2.9700697845733486,10,9,29.793013346006415,114.82740249558138,366.3185724781856,2,2,8.360349602096036,0.0,0.0,poisson,,
standard,9.364837643082772,6.858001671329747,1.4620923511408566,17,12,18.468634895144262,54.64951172219161,366.68612968584193,2,7,2.9791103187481607,0.0,0.0,poisson,,
standard,18.577914319176497,5.148664613326373,2.621052741421545,12,8,52.895675668552876,81.65303790244036,443.59249195152825,4,8,3.3256250156998655,0.0,0.0,poisson,,
standard,11.142848474640886,3.2062669127525316,2.1364020951773295,15,6,45.98767104477644,143.83810570665605,246.5861532669448,4,6,3.01456208647845,0.0,0.0,poisson,,
standard,15.83402625380162,2.5038737194654335,1.3549844310121109,14,14,20.943475457754523,76.3497222158355,434.2102011183462,7,12,5.07050333164889,0.0,0.0,poisson,,
standard,13.748613906967277,2.5719240059671833,2.1065317247294764,11,13,10.372710251448078,94.05260390600502,248.58823772667108,6,7,3.663701751434762,0.0,0.0,poisson,,
standard,6.246327355827949,4.302035710170492,1.2871587637112545,6,13,15.661963017215687,121.63186267630256,323.53308350193174,2,5,8.422957042049276,0.0,0.0,poisson,,
standard,25.748491940322292,4.937989035636349,2.5051497610888602,11,15,41.39321127774055,147.90223230225035,231.59460446447918,6,11,2.509388224410297,0.0,0.0,poisson,,
standard,26.60901177404837,4.946147273641702,3.8286101277308418,13,14,22.43382988975452,114.7942796332824,485.4685587670817,6,7,21.232424905424516,0.0,0.0,poisson,,
standard,11.18732585937968,5.4948166137741685,3.240654365155282,7,8,51.07007381977716,147.45949506470015,302.1917010528822,3,4,2.273464066072954,0.0,0.0,poisson,,
standard,14.878754766084887,5.66373118474535,3.473304688740756,14,5,16.579992143059997,103.36378986201429,456.0908501668047,3,5,3.4744050358433207,0.0,0.0,poisson,,
standard,36.64958465635259,3.0362388955620245,3.223870052445527,19,13,53.09865270182263,74.6508242350825,303.59426680562467,13,12,2.683442622572696,0.0,0.0,poisson,,
standard,25.380664887947123,4.815616420814786,2.682758393115117,11,10,27.4476540910595,112.04231725522212,483.50935986021966,6,10,3.03131875112964,0.0,0.0,poisson,,
standard,14.325619355244404,3.411322183199087,2.274013680155579,6,13,28.467278631445577,87.64493549435679,202.1676479119883,5,7,2.552182831544986,0.0,0.0,poisson,,
standard,9.138266828092506,5.633120501315749,3.492492640013123,6,5,36.72885074281544,94.57982752684273,300.1076831363393,2,3,4.391028298335801,0.0,0.0,poisson,,
standard,11.497031865955822,6.849268531517564,2.0566849064620847,11,15,26.97283402221516,63.09151301980577,355.13056138842967,2,6,5.012105660482778,0.0,0.0,poisson,,
standard,15.775264396882134,3.0057341245121387,2.1824933739760923,12,10,59.89555138849184,148.93481499555986,359.05744818681785,6,8,2.617202356239171,0.0,0.0,poisson,,
standard,23.149481817581197,7.1637989292739785,1.7049119588456079,17,14,32.76992479730707,59.49576590258518,321.9851409132333,4,14,3.589227506490946,0.0,0.0,poisson,,
standard,22.778655715207087,5.255357481778849,1.8946448169946875,10,15,50.962573606367606,132.05471719450486,420.1253793982038,5,13,2.4817407443446484,0.0,0.0,poisson,,
standard,9.775822224665015,2.77288043735886,2.5233397273527354,16,8,26.420861417951905,101.30401955362771,330.5471427579945,4,4,9.737838199806248,0.0,0.0,poisson,,
standard,15.556950656066642,5.437682342885266,2.808411161468125,20,9,13.099980403014069,148.40038178793202,473.9336677292989,3,6,8.84212275352979,0.0,0.0,poisson,,
standard,5.0446783312164,6.730007767833389,3.474251453941502,10,4,22.255870491512788,147.38386299670236,333.33725512380397,1,2,4.544274777175783,0.0,0.0,poisson,,
standard,7.9206781460860665,3.7607111108912297,3.951139836690288,7,13,30.869037607958944,98.55225419353283,202.29868863392824,3,3,1.5219167462575267,0.0,0.0,poisson,,
standard,7.221836510215319,2.440376368841471,1.5519253762471439,10,11,28.50473764018501,97.14196803016202,232.2114131729458,3,5,27.40691803886157,0.0,0.0,poisson,,
standard,9.838663468799574,2.51197358946851,3.218110084492942,9,13,41.79054945785802,66.63196544932725,331.71755249288753,4,4,12.730902179734356,0.0,0.0,poisson,,
standard,20.630640565959308,6.371084254545387,3.463301295393899,18,14,48.20887172765949,149.0848955661176,343.1891904295586,4,6,24.00844530568751,0.0,0.0,poisson,,
standard,5.478713896794124,3.245364957774594,1.9862214123259325,12,12,35.85722758794936,92.97142918073976,470.04516560918665,2,3,6.814158145869383,0.0,0.0,poisson,,
standard,21.994057909160386,2.729544956740332,3.8485130713616846,10,14,44.94059469026357,63.318833388773164,301.21795836828124,9,6,4.398006591366579,0.0,0.0,poisson,,
standard,21.630428632918193,3.9550177347447106,2.1607401756916937,16,15,54.96365265984942,132.68147199321112,461.07675987968514,6,11,2.8552152072047035,0.0,0.0,poisson,,
standard,18.421149441983538,4.590845270936525,2.6113037423827445,12,11,45.136162556436474,85.4255916408376,384.141741938771,5,8,1.8574120020768572,0.0,0.0,poisson,,
standard,30.19964680427749,7.597693681689287,2.653258262795484,19,15,33.266766887563236,102.19921908153174,353.6921304095135,5,12,2.3402394172093475,0.0,0.0,poisson,,
standard,10.254720809041407,3.8900780428452464,2.2998446121443843,3,13,27.786741851007292,138.4118003811143,478.12478548809685,3,5,4.210029638397769,0.0,0.0,poisson,,
standard,9.412111258869835,6.158907945259023,3.661492659275467,19,3,48.75022927651505,100.75467409238684,373.4683859981199,2,3,3.56650043723912,0.0,0.0,poisson,,
standard,22.10328338060767,7.6422430382575595,3.813317949937806,14,7,45.93781601151606,104.51470609821484,393.50484302781445,3,6,13.508581780864233,0.0,0.0,poisson,,
standard,29.14801629571807,6.006481405402903,3.1450381511028316,16,10,16.303115877403464,125.92756413370961,406.7216922038889,5,10,7.807068867721452,0.0,0.0,poisson,,
standard,27.78165592701918,4.416645964012196,2.0138117290485495,19,15,45.41109945105787,115.73967009212402,322.42933071883175,7,14,6.316045666143403,0.0,0.0,poisson,,
standard,9.353057527234776,4.381131872676911,3.186662968462228,7,9,41.38103880223622,85.8243473671943,492.5152791347713,3,3,15.905085858114546,0.0,0.0,poisson,,
standard,19.969066516498177,7.708754839797679,2.5543310836914803,17,11,32.60111248889098,79.27081572632743,257.74813254958684,3,8,7.448724239683277,0.0,0.0,poisson,,
standard,12.78591370530251,6.550513105500314,3.6079627118695172,3,10,57.04171834580461,71.11669238191885,413.26893806952,2,4,22.135693611657707,0.0,0.0,poisson,,
standard,13.830143699759965,4.495810107258668,3.994564445425609,9,4,12.944200714504124,67.10517414077026,348.0318393001948,4,4,2.3970813466197325,0.0,0.0,poisson,,
standard,10.26533117086013,2.580332124934845,2.5037989263071387,13,9,11.354499103515261,99.95319837437762,364.31339593775476,5,5,1.9802426528837536,0.0,0.0,poisson,,
